TERM_ID,TXN_CCY_CODE,TRN_AMOUNT,TRN_DT
ABI0081,USD,0,4/18/2025
ABI0082,AFN,100500,4/18/2025
ABI0086,AFN,73000,4/18/2025
ABI0087,AFN,197500,4/18/2025
ABI0090,USD,1500,4/18/2025
ABI0092,AFN,11000,4/18/2025
ABI0093,AFN,164500,4/18/2025
ABI0093,USD,0,4/18/2025
ABI0095,AFN,104000,4/18/2025
ABI0096,AFN,34000,4/18/2025
ABI0098,AFN,120000,4/18/2025
ABI0099,AFN,87500,4/18/2025
ABI0099,USD,0,4/18/2025
ABI0100,AFN,203500,4/18/2025
ABI0100,USD,200,4/18/2025
ABI0101,USD,5100,4/18/2025
ABI0103,AFN,200500,4/18/2025
ABI0103,USD,0,4/18/2025
ABI0105,AFN,319000,4/18/2025
ABI0109,AFN,4000,4/18/2025
ABI0110,AFN,22000,4/18/2025
ABI0110,USD,0,4/18/2025
ABI0111,AFN,19500,4/18/2025
ABI0114,AFN,51000,4/18/2025
ABI0114,USD,200,4/18/2025
ABI0115,AFN,1000,4/18/2025
ABI0115,USD,0,4/18/2025
ABI0116,AFN,39500,4/18/2025
ABI0120,AFN,27000,4/18/2025
ABI0121,AFN,25000,4/18/2025
ABI0123,AFN,45000,4/18/2025
ABI0125,AFN,15000,4/18/2025
ABI0004,AFN,481500,4/19/2025
ABI0004,USD,0,4/19/2025
ABI0007,AFN,49000,4/19/2025
ABI0010,AFN,83000,4/19/2025
ABI0010,USD,0,4/19/2025
ABI0011,AFN,101000,4/19/2025
ABI0011,USD,0,4/19/2025
ABI0019,AFN,129000,4/19/2025
ABI0021,AFN,388500,4/19/2025
ABI0021,USD,0,4/19/2025
ABI0026,AFN,16000,4/19/2025
ABI0026,USD,0,4/19/2025
ABI0030,AFN,15000,4/19/2025
ABI0030,USD,0,4/19/2025
ABI0031,AFN,2000,4/19/2025
ABI0032,AFN,52000,4/19/2025
ABI0032,USD,0,4/19/2025
ABI0034,USD,1300,4/19/2025
ABI0040,AFN,1000,4/19/2025
ABI0040,USD,5150,4/19/2025
ABI0041,AFN,32000,4/19/2025
ABI0042,AFN,35000,4/19/2025
ABI0042,USD,0,4/19/2025
ABI0043,USD,4200,4/19/2025
ABI0044,AFN,41000,4/19/2025
ABI0046,AFN,13000,4/19/2025
ABI0046,USD,0,4/19/2025
ABI0047,AFN,75500,4/19/2025
ABI0049,AFN,122000,4/19/2025
ABI0049,USD,0,4/19/2025
ABI0053,AFN,277500,4/19/2025
ABI0053,USD,0,4/19/2025
ABI0055,AFN,175000,4/19/2025
ABI0055,USD,0,4/19/2025
ABI0056,AFN,106500,4/19/2025
ABI0057,AFN,142500,4/19/2025
ABI0057,USD,0,4/19/2025
ABI0063,AFN,73000,4/19/2025
ABI0063,USD,0,4/19/2025
ABI0067,AFN,53500,4/19/2025
ABI0067,USD,0,4/19/2025
ABI0071,AFN,10000,4/19/2025
ABI0075,AFN,3000,4/19/2025
ABI0080,AFN,131000,4/19/2025
ABI0081,AFN,193500,4/19/2025
ABI0081,USD,0,4/19/2025
ABI0082,AFN,3000,4/19/2025
ABI0086,AFN,5000,4/19/2025
ABI0086,USD,0,4/19/2025
ABI0087,AFN,237500,4/19/2025
ABI0087,USD,0,4/19/2025
ABI0090,USD,350,4/19/2025
ABI0092,AFN,45000,4/19/2025
ABI0093,AFN,91000,4/19/2025
ABI0093,USD,0,4/19/2025
ABI0095,AFN,38500,4/19/2025
ABI0095,USD,0,4/19/2025
ABI0096,AFN,45500,4/19/2025
ABI0096,USD,0,4/19/2025
ABI0098,AFN,111000,4/19/2025
ABI0099,AFN,96500,4/19/2025
ABI0099,USD,0,4/19/2025
ABI0100,AFN,262500,4/19/2025
ABI0100,USD,2700,4/19/2025
ABI0101,USD,1700,4/19/2025
ABI0103,AFN,72000,4/19/2025
ABI0105,AFN,70500,4/19/2025
ABI0109,AFN,27000,4/19/2025
ABI0110,AFN,15000,4/19/2025
ABI0111,AFN,31000,4/19/2025
ABI0113,AFN,10000,4/19/2025
ABI0113,USD,1500,4/19/2025
ABI0114,AFN,14500,4/19/2025
ABI0115,AFN,2500,4/19/2025
ABI0116,AFN,189000,4/19/2025
ABI0116,USD,0,4/19/2025
ABI0120,AFN,29000,4/19/2025
ABI0121,AFN,107500,4/19/2025
ABI0121,USD,0,4/19/2025
ABI0123,AFN,138500,4/19/2025
ABI0123,USD,0,4/19/2025
ABI0004,AFN,240000,4/20/2025
ABI0004,USD,0,4/20/2025
ABI0007,AFN,25500,4/20/2025
ABI0010,AFN,149000,4/20/2025
ABI0010,USD,0,4/20/2025
ABI0011,AFN,68500,4/20/2025
ABI0011,USD,0,4/20/2025
ABI0019,AFN,198000,4/20/2025
ABI0019,USD,0,4/20/2025
ABI0021,AFN,175000,4/20/2025
ABI0021,USD,0,4/20/2025
ABI0026,AFN,8000,4/20/2025
ABI0030,AFN,20500,4/20/2025
ABI0031,AFN,399000,4/20/2025
ABI0031,USD,0,4/20/2025
ABI0032,AFN,75000,4/20/2025
ABI0034,USD,2900,4/20/2025
ABI0040,AFN,34500,4/20/2025
ABI0040,USD,9900,4/20/2025
ABI0041,AFN,201000,4/20/2025
ABI0042,AFN,48000,4/20/2025
ABI0042,USD,0,4/20/2025
ABI0043,AFN,26000,4/20/2025
ABI0043,USD,8700,4/20/2025
ABI0044,AFN,125500,4/20/2025
ABI0046,AFN,23000,4/20/2025
ABI0047,AFN,30500,4/20/2025
ABI0047,USD,0,4/20/2025
ABI0049,AFN,93000,4/20/2025
ABI0053,AFN,532000,4/20/2025
ABI0053,USD,0,4/20/2025
ABI0055,AFN,379000,4/20/2025
ABI0055,USD,0,4/20/2025
ABI0056,AFN,113000,4/20/2025
ABI0056,USD,0,4/20/2025
ABI0057,AFN,212500,4/20/2025
ABI0057,USD,0,4/20/2025
ABI0063,AFN,297000,4/20/2025
ABI0067,AFN,190000,4/20/2025
ABI0067,USD,0,4/20/2025
ABI0071,AFN,51500,4/20/2025
ABI0075,AFN,24500,4/20/2025
ABI0080,AFN,79500,4/20/2025
ABI0081,AFN,220500,4/20/2025
ABI0081,USD,0,4/20/2025
ABI0082,AFN,30000,4/20/2025
ABI0086,AFN,6000,4/20/2025
ABI0087,AFN,233000,4/20/2025
ABI0087,USD,0,4/20/2025
ABI0090,USD,600,4/20/2025
ABI0092,AFN,5000,4/20/2025
ABI0093,AFN,40500,4/20/2025
ABI0095,AFN,134500,4/20/2025
ABI0096,AFN,20500,4/20/2025
ABI0096,USD,0,4/20/2025
ABI0098,AFN,28500,4/20/2025
ABI0099,AFN,280000,4/20/2025
ABI0099,USD,0,4/20/2025
ABI0100,AFN,727500,4/20/2025
ABI0100,USD,1600,4/20/2025
ABI0101,AFN,5000,4/20/2025
ABI0101,USD,1000,4/20/2025
ABI0103,AFN,55500,4/20/2025
ABI0103,USD,0,4/20/2025
ABI0105,AFN,146000,4/20/2025
ABI0105,USD,0,4/20/2025
ABI0109,AFN,28000,4/20/2025
ABI0110,AFN,35500,4/20/2025
ABI0111,AFN,40500,4/20/2025
ABI0113,AFN,11300,4/20/2025
ABI0113,USD,1100,4/20/2025
ABI0114,AFN,51000,4/20/2025
ABI0115,AFN,22000,4/20/2025
ABI0116,AFN,108500,4/20/2025
ABI0116,USD,0,4/20/2025
ABI0120,AFN,28000,4/20/2025
ABI0121,AFN,135000,4/20/2025
ABI0121,USD,0,4/20/2025
ABI0123,AFN,214000,4/20/2025
ABI0123,USD,100,4/20/2025
ABI0125,AFN,1000,4/20/2025
ABI0004,AFN,1176500,4/21/2025
ABI0004,USD,0,4/21/2025
ABI0007,AFN,19500,4/21/2025
ABI0007,USD,0,4/21/2025
ABI0010,AFN,214000,4/21/2025
ABI0010,USD,0,4/21/2025
ABI0011,AFN,58000,4/21/2025
ABI0011,USD,0,4/21/2025
ABI0019,AFN,839000,4/21/2025
ABI0019,USD,0,4/21/2025
ABI0021,AFN,816000,4/21/2025
ABI0021,USD,0,4/21/2025
ABI0026,AFN,143500,4/21/2025
ABI0026,USD,0,4/21/2025
ABI0029,AFN,3000,4/21/2025
ABI0030,AFN,152000,4/21/2025
ABI0031,AFN,262000,4/21/2025
ABI0031,USD,0,4/21/2025
ABI0032,AFN,190000,4/21/2025
ABI0032,USD,0,4/21/2025
ABI0034,USD,2000,4/21/2025
ABI0040,AFN,28000,4/21/2025
ABI0040,USD,10150,4/21/2025
ABI0041,AFN,1066500,4/21/2025
ABI0041,USD,0,4/21/2025
ABI0042,AFN,392000,4/21/2025
ABI0042,USD,0,4/21/2025
ABI0043,AFN,34500,4/21/2025
ABI0043,USD,12800,4/21/2025
ABI0044,AFN,180000,4/21/2025
ABI0044,USD,0,4/21/2025
ABI0045,AFN,30000,4/21/2025
ABI0045,USD,0,4/21/2025
ABI0046,AFN,374000,4/21/2025
ABI0046,USD,0,4/21/2025
ABI0047,AFN,131000,4/21/2025
ABI0047,USD,0,4/21/2025
ABI0049,AFN,852500,4/21/2025
ABI0049,USD,0,4/21/2025
ABI0051,USD,100,4/21/2025
ABI0053,AFN,928000,4/21/2025
ABI0053,USD,0,4/21/2025
ABI0055,AFN,1469500,4/21/2025
ABI0055,USD,0,4/21/2025
ABI0056,AFN,605500,4/21/2025
ABI0056,USD,0,4/21/2025
ABI0057,AFN,167500,4/21/2025
ABI0057,USD,0,4/21/2025
ABI0063,AFN,566500,4/21/2025
ABI0063,USD,0,4/21/2025
ABI0067,AFN,320000,4/21/2025
ABI0067,USD,0,4/21/2025
ABI0071,AFN,84000,4/21/2025
ABI0073,AFN,0,4/21/2025
ABI0075,AFN,148500,4/21/2025
ABI0080,AFN,277500,4/21/2025
ABI0080,USD,0,4/21/2025
ABI0081,AFN,420500,4/21/2025
ABI0081,USD,0,4/21/2025
ABI0082,AFN,243000,4/21/2025
ABI0082,USD,0,4/21/2025
ABI0086,AFN,94000,4/21/2025
ABI0086,USD,0,4/21/2025
ABI0087,AFN,267500,4/21/2025
ABI0087,USD,0,4/21/2025
ABI0092,AFN,25000,4/21/2025
ABI0093,AFN,78500,4/21/2025
ABI0093,USD,0,4/21/2025
ABI0095,AFN,52000,4/21/2025
ABI0096,AFN,239000,4/21/2025
ABI0096,USD,0,4/21/2025
ABI0098,AFN,291500,4/21/2025
ABI0099,AFN,1312500,4/21/2025
ABI0099,USD,0,4/21/2025
ABI0100,AFN,2387000,4/21/2025
ABI0100,USD,1100,4/21/2025
ABI0101,AFN,21000,4/21/2025
ABI0101,USD,7700,4/21/2025
ABI0103,AFN,68000,4/21/2025
ABI0105,AFN,966500,4/21/2025
ABI0105,USD,0,4/21/2025
ABI0109,AFN,118000,4/21/2025
ABI0109,USD,0,4/21/2025
ABI0110,AFN,4000,4/21/2025
ABI0111,AFN,37500,4/21/2025
ABI0113,AFN,62300,4/21/2025
ABI0113,USD,1000,4/21/2025
ABI0115,AFN,2000,4/21/2025
ABI0115,USD,0,4/21/2025
ABI0116,AFN,375500,4/21/2025
ABI0116,USD,0,4/21/2025
ABI0120,AFN,108000,4/21/2025
ABI0121,AFN,1209500,4/21/2025
ABI0121,USD,0,4/21/2025
ABI0123,AFN,1172500,4/21/2025
ABI0123,USD,100,4/21/2025
ABI0004,AFN,636000,4/22/2025
ABI0004,USD,0,4/22/2025
ABI0007,AFN,646000,4/22/2025
ABI0007,USD,0,4/22/2025
ABI0010,AFN,164500,4/22/2025
ABI0010,USD,0,4/22/2025
ABI0011,AFN,327500,4/22/2025
ABI0011,USD,0,4/22/2025
ABI0019,AFN,1214000,4/22/2025
ABI0019,USD,0,4/22/2025
ABI0021,AFN,2194000,4/22/2025
ABI0021,USD,0,4/22/2025
ABI0026,AFN,183500,4/22/2025
ABI0026,USD,0,4/22/2025
ABI0029,AFN,15000,4/22/2025
ABI0030,AFN,278500,4/22/2025
ABI0031,AFN,998000,4/22/2025
ABI0031,USD,0,4/22/2025
ABI0032,AFN,569000,4/22/2025
ABI0032,USD,0,4/22/2025
ABI0034,AFN,7000,4/22/2025
ABI0034,USD,4100,4/22/2025
ABI0040,AFN,26500,4/22/2025
ABI0040,USD,12750,4/22/2025
ABI0041,AFN,1716000,4/22/2025
ABI0041,USD,0,4/22/2025
ABI0042,AFN,1854000,4/22/2025
ABI0042,USD,0,4/22/2025
ABI0043,AFN,54500,4/22/2025
ABI0043,USD,12100,4/22/2025
ABI0044,AFN,855000,4/22/2025
ABI0044,USD,0,4/22/2025
ABI0045,AFN,44000,4/22/2025
ABI0046,AFN,324000,4/22/2025
ABI0046,USD,0,4/22/2025
ABI0047,AFN,193500,4/22/2025
ABI0047,USD,0,4/22/2025
ABI0049,AFN,2596000,4/22/2025
ABI0049,USD,0,4/22/2025
ABI0051,USD,600,4/22/2025
ABI0053,AFN,1388500,4/22/2025
ABI0053,USD,0,4/22/2025
ABI0055,AFN,2263000,4/22/2025
ABI0055,USD,0,4/22/2025
ABI0056,AFN,1358500,4/22/2025
ABI0056,USD,0,4/22/2025
ABI0057,AFN,474000,4/22/2025
ABI0057,USD,0,4/22/2025
ABI0063,AFN,662000,4/22/2025
ABI0063,USD,0,4/22/2025
ABI0067,AFN,702500,4/22/2025
ABI0067,USD,0,4/22/2025
ABI0071,AFN,347000,4/22/2025
ABI0071,USD,0,4/22/2025
ABI0072,USD,0,4/22/2025
ABI0073,AFN,0,4/22/2025
ABI0075,AFN,160000,4/22/2025
ABI0080,AFN,453000,4/22/2025
ABI0080,USD,0,4/22/2025
ABI0081,AFN,707500,4/22/2025
ABI0081,USD,0,4/22/2025
ABI0082,AFN,572500,4/22/2025
ABI0082,USD,0,4/22/2025
ABI0086,AFN,223500,4/22/2025
ABI0086,USD,0,4/22/2025
ABI0087,AFN,1289500,4/22/2025
ABI0087,USD,0,4/22/2025
ABI0090,USD,500,4/22/2025
ABI0092,AFN,15500,4/22/2025
ABI0092,USD,0,4/22/2025
ABI0093,AFN,774500,4/22/2025
ABI0093,USD,0,4/22/2025
ABI0095,AFN,136500,4/22/2025
ABI0096,AFN,587000,4/22/2025
ABI0096,USD,0,4/22/2025
ABI0098,AFN,386000,4/22/2025
ABI0098,USD,0,4/22/2025
ABI0099,AFN,2483500,4/22/2025
ABI0099,USD,0,4/22/2025
ABI0100,AFN,3698500,4/22/2025
ABI0100,USD,1800,4/22/2025
ABI0101,AFN,11000,4/22/2025
ABI0101,USD,4600,4/22/2025
ABI0103,AFN,30000,4/22/2025
ABI0103,USD,0,4/22/2025
ABI0105,AFN,1514000,4/22/2025
ABI0105,USD,0,4/22/2025
ABI0109,AFN,547500,4/22/2025
ABI0109,USD,0,4/22/2025
ABI0110,AFN,39500,4/22/2025
ABI0111,AFN,118000,4/22/2025
ABI0111,USD,0,4/22/2025
ABI0113,AFN,1820600,4/22/2025
ABI0113,USD,2000,4/22/2025
ABI0114,AFN,43000,4/22/2025
ABI0114,USD,0,4/22/2025
ABI0115,AFN,86000,4/22/2025
ABI0115,USD,0,4/22/2025
ABI0116,AFN,1646500,4/22/2025
ABI0116,USD,0,4/22/2025
ABI0120,AFN,286000,4/22/2025
ABI0121,AFN,1420500,4/22/2025
ABI0121,USD,0,4/22/2025
ABI0123,AFN,1577500,4/22/2025
ABI0123,USD,0,4/22/2025
ABI0125,AFN,503500,4/22/2025
ABI0125,USD,0,4/22/2025
ABI0004,AFN,705000,4/23/2025
ABI0004,USD,0,4/23/2025
ABI0007,AFN,854000,4/23/2025
ABI0007,USD,0,4/23/2025
ABI0010,AFN,75500,4/23/2025
ABI0010,USD,0,4/23/2025
ABI0011,AFN,377500,4/23/2025
ABI0015,AFN,825000,4/23/2025
ABI0015,USD,0,4/23/2025
ABI0019,AFN,2180000,4/23/2025
ABI0019,USD,0,4/23/2025
ABI0021,AFN,1978500,4/23/2025
ABI0021,USD,0,4/23/2025
ABI0026,AFN,124000,4/23/2025
ABI0026,USD,0,4/23/2025
ABI0030,AFN,25000,4/23/2025
ABI0031,AFN,452000,4/23/2025
ABI0031,USD,0,4/23/2025
ABI0032,AFN,48500,4/23/2025
ABI0034,AFN,5000,4/23/2025
ABI0034,USD,1500,4/23/2025
ABI0040,AFN,62000,4/23/2025
ABI0040,USD,12700,4/23/2025
ABI0041,AFN,715500,4/23/2025
ABI0041,USD,0,4/23/2025
ABI0042,AFN,637000,4/23/2025
ABI0042,USD,0,4/23/2025
ABI0043,AFN,69500,4/23/2025
ABI0043,USD,10700,4/23/2025
ABI0044,AFN,1384500,4/23/2025
ABI0044,USD,0,4/23/2025
ABI0045,USD,0,4/23/2025
ABI0046,AFN,185000,4/23/2025
ABI0046,USD,0,4/23/2025
ABI0047,AFN,161000,4/23/2025
ABI0049,AFN,1322500,4/23/2025
ABI0049,USD,0,4/23/2025
ABI0051,USD,600,4/23/2025
ABI0053,AFN,1395000,4/23/2025
ABI0053,USD,0,4/23/2025
ABI0055,AFN,1472500,4/23/2025
ABI0055,USD,0,4/23/2025
ABI0056,AFN,594000,4/23/2025
ABI0056,USD,0,4/23/2025
ABI0057,AFN,3545500,4/23/2025
ABI0057,USD,0,4/23/2025
ABI0063,AFN,211500,4/23/2025
ABI0063,USD,0,4/23/2025
ABI0067,AFN,293000,4/23/2025
ABI0067,USD,0,4/23/2025
ABI0071,AFN,223500,4/23/2025
ABI0072,AFN,1000,4/23/2025
ABI0073,AFN,0,4/23/2025
ABI0075,AFN,30500,4/23/2025
ABI0080,AFN,921500,4/23/2025
ABI0080,USD,0,4/23/2025
ABI0081,AFN,418000,4/23/2025
ABI0081,USD,0,4/23/2025
ABI0082,AFN,384000,4/23/2025
ABI0082,USD,0,4/23/2025
ABI0086,AFN,46000,4/23/2025
ABI0087,AFN,809000,4/23/2025
ABI0087,USD,0,4/23/2025
ABI0090,USD,400,4/23/2025
ABI0092,AFN,135000,4/23/2025
ABI0093,AFN,101500,4/23/2025
ABI0093,USD,0,4/23/2025
ABI0095,AFN,382000,4/23/2025
ABI0096,AFN,289500,4/23/2025
ABI0096,USD,0,4/23/2025
ABI0098,AFN,283000,4/23/2025
ABI0099,AFN,1441000,4/23/2025
ABI0099,USD,0,4/23/2025
ABI0100,AFN,2628500,4/23/2025
ABI0100,USD,2200,4/23/2025
ABI0101,AFN,37500,4/23/2025
ABI0101,USD,4600,4/23/2025
ABI0103,AFN,118500,4/23/2025
ABI0103,USD,0,4/23/2025
ABI0105,AFN,1338500,4/23/2025
ABI0105,USD,0,4/23/2025
ABI0109,AFN,107000,4/23/2025
ABI0110,AFN,127000,4/23/2025
ABI0111,AFN,446500,4/23/2025
ABI0111,USD,0,4/23/2025
ABI0113,AFN,54000,4/23/2025
ABI0114,AFN,43500,4/23/2025
ABI0114,USD,200,4/23/2025
ABI0115,AFN,80500,4/23/2025
ABI0116,AFN,1094500,4/23/2025
ABI0116,USD,0,4/23/2025
ABI0120,AFN,92000,4/23/2025
ABI0121,AFN,574500,4/23/2025
ABI0121,USD,0,4/23/2025
ABI0123,AFN,748500,4/23/2025
ABI0123,USD,0,4/23/2025
ABI0125,AFN,45500,4/23/2025
ABI0004,AFN,1094500,4/24/2025
ABI0004,USD,0,4/24/2025
ABI0007,AFN,392000,4/24/2025
ABI0007,USD,0,4/24/2025
ABI0010,AFN,115500,4/24/2025
ABI0010,USD,0,4/24/2025
ABI0011,AFN,304500,4/24/2025
ABI0011,USD,0,4/24/2025
ABI0015,AFN,1072500,4/24/2025
ABI0015,USD,0,4/24/2025
ABI0019,AFN,1356000,4/24/2025
ABI0019,USD,0,4/24/2025
ABI0021,AFN,2228500,4/24/2025
ABI0021,USD,0,4/24/2025
ABI0026,AFN,65000,4/24/2025
ABI0029,AFN,5000,4/24/2025
ABI0030,AFN,283000,4/24/2025
ABI0030,USD,0,4/24/2025
ABI0031,AFN,417000,4/24/2025
ABI0031,USD,0,4/24/2025
ABI0032,AFN,149000,4/24/2025
ABI0032,USD,0,4/24/2025
ABI0034,AFN,20000,4/24/2025
ABI0034,USD,6400,4/24/2025
ABI0040,AFN,52000,4/24/2025
ABI0040,USD,19000,4/24/2025
ABI0041,AFN,789000,4/24/2025
ABI0041,USD,0,4/24/2025
ABI0042,AFN,895000,4/24/2025
ABI0042,USD,0,4/24/2025
ABI0043,AFN,40000,4/24/2025
ABI0043,USD,13800,4/24/2025
ABI0044,AFN,620000,4/24/2025
ABI0044,USD,0,4/24/2025
ABI0045,AFN,37500,4/24/2025
ABI0046,AFN,108500,4/24/2025
ABI0046,USD,0,4/24/2025
ABI0047,AFN,529500,4/24/2025
ABI0047,USD,0,4/24/2025
ABI0048,AFN,1500,4/24/2025
ABI0049,AFN,1418500,4/24/2025
ABI0049,USD,0,4/24/2025
ABI0051,USD,200,4/24/2025
ABI0053,AFN,1097500,4/24/2025
ABI0053,USD,0,4/24/2025
ABI0055,AFN,1779000,4/24/2025
ABI0055,USD,0,4/24/2025
ABI0056,AFN,623500,4/24/2025
ABI0056,USD,0,4/24/2025
ABI0057,AFN,1420500,4/24/2025
ABI0063,AFN,535000,4/24/2025
ABI0063,USD,0,4/24/2025
ABI0067,AFN,212500,4/24/2025
ABI0067,USD,0,4/24/2025
ABI0071,AFN,110000,4/24/2025
ABI0073,AFN,0,4/24/2025
ABI0075,AFN,145500,4/24/2025
ABI0075,USD,0,4/24/2025
ABI0077,AFN,1000,4/24/2025
ABI0080,AFN,514500,4/24/2025
ABI0080,USD,0,4/24/2025
ABI0081,AFN,429500,4/24/2025
ABI0081,USD,0,4/24/2025
ABI0082,AFN,413500,4/24/2025
ABI0082,USD,0,4/24/2025
ABI0086,AFN,38000,4/24/2025
ABI0087,AFN,768500,4/24/2025
ABI0087,USD,0,4/24/2025
ABI0090,USD,2600,4/24/2025
ABI0092,AFN,82000,4/24/2025
ABI0093,AFN,109000,4/24/2025
ABI0093,USD,0,4/24/2025
ABI0095,AFN,207500,4/24/2025
ABI0095,USD,0,4/24/2025
ABI0096,AFN,307500,4/24/2025
ABI0096,USD,0,4/24/2025
ABI0098,AFN,334500,4/24/2025
ABI0099,AFN,1682000,4/24/2025
ABI0099,USD,0,4/24/2025
ABI0100,AFN,1539000,4/24/2025
ABI0100,USD,4100,4/24/2025
ABI0101,AFN,25000,4/24/2025
ABI0101,USD,6500,4/24/2025
ABI0103,AFN,47000,4/24/2025
ABI0103,USD,0,4/24/2025
ABI0105,AFN,366000,4/24/2025
ABI0105,USD,0,4/24/2025
ABI0109,AFN,331500,4/24/2025
ABI0109,USD,0,4/24/2025
ABI0110,AFN,10000,4/24/2025
ABI0111,AFN,221000,4/24/2025
ABI0111,USD,0,4/24/2025
ABI0113,AFN,210000,4/24/2025
ABI0113,USD,1300,4/24/2025
ABI0114,AFN,45000,4/24/2025
ABI0115,AFN,17000,4/24/2025
ABI0116,AFN,214000,4/24/2025
ABI0116,USD,0,4/24/2025
ABI0120,AFN,93000,4/24/2025
ABI0121,AFN,406500,4/24/2025
ABI0121,USD,0,4/24/2025
ABI0123,AFN,415000,4/24/2025
ABI0123,USD,100,4/24/2025
ABI0125,AFN,273500,4/24/2025
ABI0125,USD,0,4/24/2025
ABI0004,AFN,597000,4/25/2025
ABI0004,USD,0,4/25/2025
ABI0007,AFN,288500,4/25/2025
ABI0007,USD,0,4/25/2025
ABI0010,AFN,41500,4/25/2025
ABI0010,USD,0,4/25/2025
ABI0011,AFN,92000,4/25/2025
ABI0011,USD,0,4/25/2025
ABI0015,AFN,288500,4/25/2025
ABI0015,USD,0,4/25/2025
ABI0019,AFN,486500,4/25/2025
ABI0019,USD,0,4/25/2025
ABI0021,AFN,1016500,4/25/2025
ABI0021,USD,0,4/25/2025
ABI0026,AFN,104500,4/25/2025
ABI0031,AFN,139000,4/25/2025
ABI0031,USD,0,4/25/2025
ABI0032,AFN,220500,4/25/2025
ABI0032,USD,0,4/25/2025
ABI0034,USD,1700,4/25/2025
ABI0040,AFN,57000,4/25/2025
ABI0040,USD,15750,4/25/2025
ABI0041,AFN,365000,4/25/2025
ABI0041,USD,0,4/25/2025
ABI0042,AFN,248000,4/25/2025
ABI0042,USD,0,4/25/2025
ABI0043,AFN,7500,4/25/2025
ABI0043,USD,8200,4/25/2025
ABI0044,AFN,528000,4/25/2025
ABI0044,USD,0,4/25/2025
ABI0045,AFN,50000,4/25/2025
ABI0046,AFN,39500,4/25/2025
ABI0047,AFN,366500,4/25/2025
ABI0047,USD,0,4/25/2025
ABI0049,AFN,572000,4/25/2025
ABI0049,USD,0,4/25/2025
ABI0051,USD,600,4/25/2025
ABI0053,AFN,620000,4/25/2025
ABI0053,USD,0,4/25/2025
ABI0055,AFN,974000,4/25/2025
ABI0055,USD,0,4/25/2025
ABI0056,AFN,382500,4/25/2025
ABI0056,USD,0,4/25/2025
ABI0057,AFN,282000,4/25/2025
ABI0063,AFN,132000,4/25/2025
ABI0063,USD,0,4/25/2025
ABI0067,AFN,140000,4/25/2025
ABI0067,USD,0,4/25/2025
ABI0071,AFN,30000,4/25/2025
ABI0072,AFN,15000,4/25/2025
ABI0075,AFN,111000,4/25/2025
ABI0075,USD,0,4/25/2025
ABI0077,AFN,15000,4/25/2025
ABI0080,AFN,250000,4/25/2025
ABI0080,USD,0,4/25/2025
ABI0081,AFN,236500,4/25/2025
ABI0081,USD,0,4/25/2025
ABI0082,AFN,165000,4/25/2025
ABI0086,AFN,16000,4/25/2025
ABI0087,AFN,382000,4/25/2025
ABI0087,USD,0,4/25/2025
ABI0090,USD,3000,4/25/2025
ABI0092,AFN,17000,4/25/2025
ABI0092,USD,0,4/25/2025
ABI0093,AFN,328500,4/25/2025
ABI0095,AFN,291500,4/25/2025
ABI0095,USD,0,4/25/2025
ABI0096,AFN,179000,4/25/2025
ABI0096,USD,0,4/25/2025
ABI0098,AFN,159000,4/25/2025
ABI0099,AFN,612500,4/25/2025
ABI0099,USD,0,4/25/2025
ABI0100,AFN,393500,4/25/2025
ABI0100,USD,2800,4/25/2025
ABI0101,AFN,6000,4/25/2025
ABI0101,USD,9450,4/25/2025
ABI0103,AFN,133000,4/25/2025
ABI0103,USD,0,4/25/2025
ABI0105,AFN,1461500,4/25/2025
ABI0105,USD,0,4/25/2025
ABI0109,AFN,54500,4/25/2025
ABI0109,USD,0,4/25/2025
ABI0110,AFN,99500,4/25/2025
ABI0111,AFN,77500,4/25/2025
ABI0113,AFN,12800,4/25/2025
ABI0113,USD,1600,4/25/2025
ABI0114,AFN,60000,4/25/2025
ABI0115,AFN,23000,4/25/2025
ABI0115,USD,0,4/25/2025
ABI0116,AFN,207000,4/25/2025
ABI0116,USD,0,4/25/2025
ABI0120,AFN,73000,4/25/2025
ABI0120,USD,0,4/25/2025
ABI0121,AFN,90500,4/25/2025
ABI0121,USD,0,4/25/2025
ABI0123,AFN,97000,4/25/2025
ABI0123,USD,0,4/25/2025
ABI0125,AFN,44000,4/25/2025
ABI0004,AFN,405500,4/26/2025
ABI0004,USD,0,4/26/2025
ABI0007,AFN,100000,4/26/2025
ABI0007,USD,0,4/26/2025
ABI0010,AFN,35500,4/26/2025
ABI0010,USD,0,4/26/2025
ABI0011,AFN,110000,4/26/2025
ABI0011,USD,0,4/26/2025
ABI0015,AFN,757000,4/26/2025
ABI0015,USD,0,4/26/2025
ABI0019,AFN,291500,4/26/2025
ABI0019,USD,0,4/26/2025
ABI0021,AFN,1440000,4/26/2025
ABI0021,USD,0,4/26/2025
ABI0026,AFN,45000,4/26/2025
ABI0029,AFN,17000,4/26/2025
ABI0030,AFN,72000,4/26/2025
ABI0031,AFN,51000,4/26/2025
ABI0031,USD,0,4/26/2025
ABI0032,AFN,35000,4/26/2025
ABI0034,AFN,4000,4/26/2025
ABI0034,USD,400,4/26/2025
ABI0040,USD,6900,4/26/2025
ABI0041,AFN,78500,4/26/2025
ABI0041,USD,0,4/26/2025
ABI0042,AFN,288000,4/26/2025
ABI0042,USD,0,4/26/2025
