TERM_ID,TXN_CCY_CODE,TRN_AMOUNT,TRN_DT
ABI0123,USD,2500,4/9/2025
ABI0125,AFN,2000,4/9/2025
ABI0004,AFN,232000,4/10/2025
ABI0007,AFN,68500,4/10/2025
ABI0007,USD,0,4/10/2025
ABI0010,AFN,215000,4/10/2025
ABI0011,AFN,96000,4/10/2025
ABI0011,USD,0,4/10/2025
ABI0019,AFN,218000,4/10/2025
ABI0019,USD,0,4/10/2025
ABI0021,AFN,493500,4/10/2025
ABI0021,USD,0,4/10/2025
ABI0026,AFN,20000,4/10/2025
ABI0030,AFN,54000,4/10/2025
ABI0031,AFN,183000,4/10/2025
ABI0031,USD,0,4/10/2025
ABI0032,AFN,50000,4/10/2025
ABI0034,AFN,6000,4/10/2025
ABI0034,USD,6550,4/10/2025
ABI0040,AFN,69000,4/10/2025
ABI0040,USD,11650,4/10/2025
ABI0041,AFN,670000,4/10/2025
ABI0041,USD,0,4/10/2025
ABI0042,AFN,686500,4/10/2025
ABI0042,USD,0,4/10/2025
ABI0043,AFN,27500,4/10/2025
ABI0043,USD,10100,4/10/2025
ABI0044,AFN,462000,4/10/2025
ABI0045,AFN,88000,4/10/2025
ABI0045,USD,0,4/10/2025
ABI0046,AFN,6000,4/10/2025
ABI0047,AFN,135000,4/10/2025
ABI0049,AFN,292500,4/10/2025
ABI0049,USD,0,4/10/2025
ABI0051,USD,300,4/10/2025
ABI0053,AFN,312500,4/10/2025
ABI0053,USD,0,4/10/2025
ABI0055,AFN,420500,4/10/2025
ABI0055,USD,0,4/10/2025
ABI0056,AFN,178500,4/10/2025
ABI0056,USD,0,4/10/2025
ABI0057,AFN,588000,4/10/2025
ABI0063,AFN,6000,4/10/2025
ABI0067,AFN,46500,4/10/2025
ABI0071,AFN,20000,4/10/2025
ABI0071,USD,0,4/10/2025
ABI0075,AFN,10000,4/10/2025
ABI0080,AFN,197000,4/10/2025
ABI0080,USD,0,4/10/2025
ABI0081,AFN,148000,4/10/2025
ABI0081,USD,0,4/10/2025
ABI0082,AFN,24000,4/10/2025
ABI0082,USD,0,4/10/2025
ABI0086,AFN,22000,4/10/2025
ABI0087,AFN,130500,4/10/2025
ABI0087,USD,0,4/10/2025
ABI0090,USD,600,4/10/2025
ABI0092,AFN,10000,4/10/2025
ABI0093,AFN,49500,4/10/2025
ABI0095,AFN,40500,4/10/2025
ABI0096,AFN,25000,4/10/2025
ABI0098,AFN,27000,4/10/2025
ABI0099,AFN,93500,4/10/2025
ABI0099,USD,0,4/10/2025
ABI0100,AFN,314000,4/10/2025
ABI0100,USD,1000,4/10/2025
ABI0101,AFN,8500,4/10/2025
ABI0101,USD,7400,4/10/2025
ABI0103,AFN,69500,4/10/2025
ABI0105,AFN,247500,4/10/2025
ABI0105,USD,0,4/10/2025
ABI0109,AFN,15000,4/10/2025
ABI0110,AFN,3000,4/10/2025
ABI0111,AFN,13500,4/10/2025
ABI0113,AFN,3000,4/10/2025
ABI0114,AFN,16000,4/10/2025
ABI0115,AFN,25000,4/10/2025
ABI0116,AFN,49000,4/10/2025
ABI0116,USD,0,4/10/2025
ABI0119,AFN,68000,4/10/2025
ABI0120,AFN,12000,4/10/2025
ABI0121,AFN,150000,4/10/2025
ABI0121,USD,0,4/10/2025
ABI0123,AFN,139500,4/10/2025
ABI0123,USD,700,4/10/2025
ABI0004,AFN,198000,4/11/2025
ABI0007,AFN,12000,4/11/2025
ABI0010,AFN,35500,4/11/2025
ABI0010,USD,0,4/11/2025
ABI0011,AFN,0,4/11/2025
ABI0011,USD,0,4/11/2025
ABI0019,AFN,238000,4/11/2025
ABI0019,USD,0,4/11/2025
ABI0021,AFN,337000,4/11/2025
ABI0021,USD,0,4/11/2025
ABI0026,AFN,20000,4/11/2025
ABI0029,AFN,10000,4/11/2025
ABI0031,AFN,75000,4/11/2025
ABI0032,AFN,122000,4/11/2025
ABI0032,USD,0,4/11/2025
ABI0034,USD,5000,4/11/2025
ABI0040,AFN,32500,4/11/2025
ABI0040,USD,11150,4/11/2025
ABI0041,AFN,161000,4/11/2025
ABI0041,USD,0,4/11/2025
ABI0042,AFN,380500,4/11/2025
ABI0042,USD,0,4/11/2025
ABI0043,AFN,17500,4/11/2025
ABI0043,USD,8700,4/11/2025
ABI0044,AFN,132500,4/11/2025
ABI0044,USD,0,4/11/2025
ABI0045,AFN,67000,4/11/2025
ABI0046,AFN,6000,4/11/2025
ABI0047,AFN,114000,4/11/2025
ABI0049,AFN,114000,4/11/2025
ABI0049,USD,0,4/11/2025
ABI0051,USD,200,4/11/2025
ABI0053,AFN,330500,4/11/2025
ABI0055,AFN,356500,4/11/2025
ABI0055,USD,0,4/11/2025
ABI0056,AFN,26000,4/11/2025
ABI0057,AFN,98000,4/11/2025
ABI0063,AFN,17500,4/11/2025
ABI0067,AFN,78500,4/11/2025
ABI0067,USD,0,4/11/2025
ABI0071,AFN,7000,4/11/2025
ABI0075,AFN,31500,4/11/2025
ABI0075,USD,0,4/11/2025
ABI0080,AFN,239000,4/11/2025
ABI0080,USD,0,4/11/2025
ABI0081,AFN,54000,4/11/2025
ABI0081,USD,0,4/11/2025
ABI0082,AFN,43000,4/11/2025
ABI0086,AFN,261000,4/11/2025
ABI0086,USD,0,4/11/2025
ABI0087,AFN,219500,4/11/2025
ABI0092,AFN,35000,4/11/2025
ABI0093,AFN,80500,4/11/2025
ABI0093,USD,0,4/11/2025
ABI0095,AFN,67000,4/11/2025
ABI0096,AFN,35000,4/11/2025
ABI0096,USD,0,4/11/2025
ABI0098,AFN,177000,4/11/2025
ABI0098,USD,0,4/11/2025
ABI0099,AFN,55500,4/11/2025
ABI0099,USD,0,4/11/2025
ABI0100,AFN,378500,4/11/2025
ABI0100,USD,1900,4/11/2025
ABI0101,AFN,15000,4/11/2025
ABI0101,USD,3100,4/11/2025
ABI0103,AFN,75000,4/11/2025
ABI0105,AFN,304500,4/11/2025
ABI0105,USD,0,4/11/2025
ABI0109,AFN,61000,4/11/2025
ABI0109,USD,0,4/11/2025
ABI0110,AFN,41000,4/11/2025
ABI0111,AFN,9500,4/11/2025
ABI0111,USD,0,4/11/2025
ABI0115,AFN,21000,4/11/2025
ABI0116,AFN,109500,4/11/2025
ABI0116,USD,0,4/11/2025
ABI0118,AFN,0,4/11/2025
ABI0118,USD,0,4/11/2025
ABI0119,AFN,72000,4/11/2025
ABI0120,AFN,3000,4/11/2025
ABI0121,AFN,29000,4/11/2025
ABI0121,USD,0,4/11/2025
ABI0123,AFN,25500,4/11/2025
ABI0123,USD,400,4/11/2025
ABI0004,AFN,118000,4/12/2025
ABI0004,USD,0,4/12/2025
ABI0007,AFN,16000,4/12/2025
ABI0010,AFN,89000,4/12/2025
ABI0010,USD,0,4/12/2025
ABI0011,AFN,30000,4/12/2025
ABI0019,AFN,343500,4/12/2025
ABI0019,USD,0,4/12/2025
ABI0021,AFN,670000,4/12/2025
ABI0021,USD,0,4/12/2025
ABI0026,AFN,2000,4/12/2025
ABI0029,AFN,2000,4/12/2025
ABI0030,AFN,6000,4/12/2025
ABI0030,USD,0,4/12/2025
ABI0031,AFN,30000,4/12/2025
ABI0032,AFN,95500,4/12/2025
ABI0032,USD,0,4/12/2025
ABI0034,USD,800,4/12/2025
ABI0040,USD,5100,4/12/2025
ABI0041,AFN,20500,4/12/2025
ABI0041,USD,0,4/12/2025
ABI0042,AFN,58500,4/12/2025
ABI0042,USD,0,4/12/2025
ABI0043,USD,4200,4/12/2025
ABI0044,AFN,237000,4/12/2025
ABI0044,USD,0,4/12/2025
ABI0046,AFN,1000,4/12/2025
ABI0046,USD,800,4/12/2025
ABI0047,AFN,47500,4/12/2025
ABI0049,AFN,168500,4/12/2025
ABI0049,USD,0,4/12/2025
ABI0051,USD,2000,4/12/2025
ABI0053,AFN,346500,4/12/2025
ABI0053,USD,0,4/12/2025
ABI0055,AFN,222500,4/12/2025
ABI0055,USD,0,4/12/2025
ABI0056,AFN,57500,4/12/2025
ABI0057,AFN,52500,4/12/2025
ABI0063,AFN,43500,4/12/2025
ABI0063,USD,0,4/12/2025
ABI0067,AFN,83000,4/12/2025
ABI0071,AFN,22000,4/12/2025
ABI0073,AFN,2000,4/12/2025
ABI0075,AFN,47000,4/12/2025
ABI0080,AFN,109500,4/12/2025
ABI0080,USD,0,4/12/2025
ABI0081,AFN,39500,4/12/2025
ABI0082,AFN,18000,4/12/2025
ABI0086,AFN,142000,4/12/2025
ABI0086,USD,0,4/12/2025
ABI0087,AFN,251500,4/12/2025
ABI0087,USD,0,4/12/2025
ABI0090,USD,300,4/12/2025
ABI0092,AFN,32000,4/12/2025
ABI0093,AFN,51500,4/12/2025
ABI0095,AFN,107000,4/12/2025
ABI0096,AFN,10000,4/12/2025
ABI0096,USD,0,4/12/2025
ABI0098,AFN,95000,4/12/2025
ABI0098,USD,0,4/12/2025
ABI0099,AFN,68500,4/12/2025
ABI0099,USD,0,4/12/2025
ABI0100,AFN,225500,4/12/2025
ABI0100,USD,4300,4/12/2025
ABI0101,USD,800,4/12/2025
ABI0103,AFN,5000,4/12/2025
ABI0105,AFN,342500,4/12/2025
ABI0105,USD,0,4/12/2025
ABI0109,AFN,38000,4/12/2025
ABI0110,AFN,25000,4/12/2025
ABI0110,USD,0,4/12/2025
ABI0111,AFN,76000,4/12/2025
ABI0111,USD,0,4/12/2025
ABI0115,AFN,12000,4/12/2025
ABI0116,AFN,91500,4/12/2025
ABI0116,USD,0,4/12/2025
ABI0119,AFN,29000,4/12/2025
ABI0120,AFN,46000,4/12/2025
ABI0121,AFN,65000,4/12/2025
ABI0121,USD,0,4/12/2025
ABI0123,AFN,16000,4/12/2025
ABI0123,USD,1800,4/12/2025
ABI0125,AFN,5000,4/12/2025
ABI0004,AFN,433000,4/13/2025
ABI0004,USD,0,4/13/2025
ABI0007,AFN,150500,4/13/2025
ABI0010,AFN,96000,4/13/2025
ABI0010,USD,0,4/13/2025
ABI0011,AFN,116500,4/13/2025
ABI0019,AFN,361500,4/13/2025
ABI0019,USD,0,4/13/2025
ABI0021,AFN,479500,4/13/2025
ABI0021,USD,0,4/13/2025
ABI0026,AFN,2000,4/13/2025
ABI0029,AFN,7500,4/13/2025
ABI0030,AFN,40500,4/13/2025
ABI0031,AFN,49000,4/13/2025
ABI0032,AFN,170000,4/13/2025
ABI0032,USD,0,4/13/2025
ABI0034,AFN,26000,4/13/2025
ABI0034,USD,4100,4/13/2025
ABI0040,AFN,8000,4/13/2025
ABI0040,USD,7000,4/13/2025
ABI0041,AFN,175500,4/13/2025
ABI0041,USD,0,4/13/2025
ABI0042,AFN,142500,4/13/2025
ABI0042,USD,0,4/13/2025
ABI0043,AFN,70500,4/13/2025
ABI0043,USD,6250,4/13/2025
ABI0044,AFN,239000,4/13/2025
ABI0045,AFN,23000,4/13/2025
ABI0045,USD,0,4/13/2025
ABI0046,AFN,38500,4/13/2025
ABI0047,AFN,165500,4/13/2025
ABI0047,USD,0,4/13/2025
ABI0049,AFN,286000,4/13/2025
ABI0049,USD,0,4/13/2025
ABI0051,USD,600,4/13/2025
ABI0053,AFN,232500,4/13/2025
ABI0055,AFN,253500,4/13/2025
ABI0055,USD,0,4/13/2025
ABI0056,AFN,244000,4/13/2025
ABI0057,AFN,305000,4/13/2025
ABI0063,AFN,16000,4/13/2025
ABI0067,AFN,87500,4/13/2025
ABI0067,USD,0,4/13/2025
ABI0073,AFN,6000,4/13/2025
ABI0080,AFN,188500,4/13/2025
ABI0081,AFN,104500,4/13/2025
ABI0081,USD,0,4/13/2025
ABI0082,AFN,24000,4/13/2025
ABI0087,AFN,335000,4/13/2025
ABI0090,USD,1200,4/13/2025
ABI0092,AFN,6000,4/13/2025
ABI0093,AFN,99000,4/13/2025
ABI0095,AFN,38000,4/13/2025
ABI0096,AFN,79000,4/13/2025
ABI0096,USD,0,4/13/2025
ABI0098,AFN,34000,4/13/2025
ABI0099,AFN,108000,4/13/2025
ABI0099,USD,0,4/13/2025
ABI0100,AFN,153000,4/13/2025
ABI0100,USD,500,4/13/2025
ABI0101,AFN,2500,4/13/2025
ABI0101,USD,500,4/13/2025
ABI0103,AFN,22500,4/13/2025
ABI0105,AFN,229000,4/13/2025
ABI0105,USD,0,4/13/2025
ABI0109,AFN,19500,4/13/2025
ABI0110,AFN,10000,4/13/2025
ABI0110,USD,0,4/13/2025
ABI0111,AFN,57000,4/13/2025
ABI0111,USD,0,4/13/2025
ABI0113,AFN,15200,4/13/2025
ABI0113,USD,3100,4/13/2025
ABI0114,AFN,4500,4/13/2025
ABI0115,AFN,11000,4/13/2025
ABI0116,AFN,140500,4/13/2025
ABI0116,USD,0,4/13/2025
ABI0119,AFN,44000,4/13/2025
ABI0121,AFN,26500,4/13/2025
ABI0121,USD,0,4/13/2025
ABI0123,AFN,160000,4/13/2025
ABI0123,USD,1000,4/13/2025
ABI0125,AFN,11500,4/13/2025
ABI0004,AFN,276500,4/14/2025
ABI0004,USD,0,4/14/2025
ABI0007,AFN,7000,4/14/2025
ABI0010,AFN,197500,4/14/2025
ABI0010,USD,0,4/14/2025
ABI0011,AFN,20500,4/14/2025
ABI0019,AFN,163500,4/14/2025
ABI0019,USD,0,4/14/2025
ABI0021,AFN,326000,4/14/2025
ABI0021,USD,0,4/14/2025
ABI0026,AFN,10000,4/14/2025
ABI0029,USD,0,4/14/2025
ABI0030,AFN,3000,4/14/2025
ABI0031,AFN,32000,4/14/2025
ABI0032,AFN,43500,4/14/2025
ABI0034,USD,3950,4/14/2025
ABI0040,AFN,29000,4/14/2025
ABI0040,USD,13100,4/14/2025
ABI0041,AFN,170500,4/14/2025
ABI0042,AFN,121500,4/14/2025
ABI0042,USD,0,4/14/2025
ABI0043,AFN,4000,4/14/2025
ABI0043,USD,11750,4/14/2025
ABI0044,AFN,61500,4/14/2025
ABI0045,AFN,30000,4/14/2025
ABI0045,USD,0,4/14/2025
ABI0046,AFN,40000,4/14/2025
ABI0047,AFN,163000,4/14/2025
ABI0047,USD,0,4/14/2025
ABI0049,AFN,99500,4/14/2025
ABI0049,USD,0,4/14/2025
ABI0053,AFN,110000,4/14/2025
ABI0055,AFN,432500,4/14/2025
ABI0055,USD,0,4/14/2025
ABI0056,AFN,110000,4/14/2025
ABI0057,AFN,369000,4/14/2025
ABI0063,AFN,29500,4/14/2025
ABI0067,AFN,63000,4/14/2025
ABI0071,AFN,22000,4/14/2025
ABI0071,USD,0,4/14/2025
ABI0073,AFN,15000,4/14/2025
ABI0075,AFN,14500,4/14/2025
ABI0075,USD,0,4/14/2025
ABI0080,AFN,157500,4/14/2025
ABI0080,USD,0,4/14/2025
ABI0081,AFN,83000,4/14/2025
ABI0082,AFN,40000,4/14/2025
ABI0082,USD,0,4/14/2025
ABI0087,AFN,247500,4/14/2025
ABI0087,USD,0,4/14/2025
ABI0090,USD,800,4/14/2025
ABI0092,AFN,34000,4/14/2025
ABI0093,AFN,4000,4/14/2025
ABI0095,AFN,37000,4/14/2025
ABI0096,AFN,8000,4/14/2025
ABI0098,AFN,46000,4/14/2025
ABI0098,USD,0,4/14/2025
ABI0099,AFN,39000,4/14/2025
ABI0099,USD,0,4/14/2025
ABI0100,AFN,131000,4/14/2025
ABI0100,USD,2200,4/14/2025
ABI0101,AFN,7500,4/14/2025
ABI0101,USD,5900,4/14/2025
ABI0103,AFN,48000,4/14/2025
ABI0103,USD,0,4/14/2025
ABI0105,AFN,188000,4/14/2025
ABI0105,USD,0,4/14/2025
ABI0109,AFN,39500,4/14/2025
ABI0110,AFN,7000,4/14/2025
ABI0110,USD,0,4/14/2025
ABI0111,AFN,42500,4/14/2025
ABI0114,AFN,17500,4/14/2025
ABI0115,AFN,11000,4/14/2025
ABI0116,AFN,145000,4/14/2025
ABI0116,USD,0,4/14/2025
ABI0119,AFN,30000,4/14/2025
ABI0120,AFN,75000,4/14/2025
ABI0121,AFN,92500,4/14/2025
ABI0121,USD,0,4/14/2025
ABI0123,AFN,128500,4/14/2025
ABI0123,USD,0,4/14/2025
ABI0125,AFN,4000,4/14/2025
ABI0004,AFN,418000,4/15/2025
ABI0007,AFN,32500,4/15/2025
ABI0010,AFN,113000,4/15/2025
ABI0010,USD,0,4/15/2025
ABI0011,AFN,66000,4/15/2025
ABI0019,AFN,141000,4/15/2025
ABI0019,USD,0,4/15/2025
ABI0021,AFN,377500,4/15/2025
ABI0021,USD,0,4/15/2025
ABI0026,AFN,10000,4/15/2025
ABI0030,AFN,1000,4/15/2025
ABI0031,AFN,61000,4/15/2025
ABI0031,USD,0,4/15/2025
ABI0032,AFN,20000,4/15/2025
ABI0034,AFN,7000,4/15/2025
ABI0034,USD,2750,4/15/2025
ABI0040,AFN,32000,4/15/2025
ABI0040,USD,7500,4/15/2025
ABI0041,AFN,150500,4/15/2025
ABI0042,AFN,242000,4/15/2025
ABI0042,USD,0,4/15/2025
ABI0043,AFN,2000,4/15/2025
ABI0043,USD,9400,4/15/2025
ABI0044,AFN,249000,4/15/2025
ABI0044,USD,0,4/15/2025
ABI0045,AFN,4000,4/15/2025
ABI0046,AFN,11000,4/15/2025
ABI0046,USD,0,4/15/2025
ABI0047,AFN,260000,4/15/2025
ABI0047,USD,0,4/15/2025
ABI0049,AFN,178000,4/15/2025
ABI0049,USD,0,4/15/2025
ABI0051,USD,300,4/15/2025
ABI0053,AFN,179000,4/15/2025
ABI0055,AFN,218000,4/15/2025
ABI0055,USD,0,4/15/2025
ABI0056,AFN,103000,4/15/2025
ABI0057,AFN,184500,4/15/2025
ABI0063,AFN,25000,4/15/2025
ABI0063,USD,0,4/15/2025
ABI0067,AFN,46000,4/15/2025
ABI0067,USD,0,4/15/2025
ABI0071,AFN,1000,4/15/2025
ABI0075,AFN,74000,4/15/2025
ABI0075,USD,0,4/15/2025
ABI0080,AFN,0,4/15/2025
ABI0080,USD,0,4/15/2025
ABI0081,AFN,88000,4/15/2025
ABI0081,USD,0,4/15/2025
ABI0082,AFN,71000,4/15/2025
ABI0086,AFN,35000,4/15/2025
ABI0087,AFN,239500,4/15/2025
ABI0087,USD,0,4/15/2025
ABI0090,USD,1200,4/15/2025
ABI0092,AFN,90000,4/15/2025
ABI0093,AFN,70500,4/15/2025
ABI0093,USD,0,4/15/2025
ABI0095,AFN,41000,4/15/2025
ABI0096,AFN,73500,4/15/2025
ABI0098,AFN,71500,4/15/2025
ABI0099,AFN,123500,4/15/2025
ABI0099,USD,0,4/15/2025
ABI0100,AFN,297000,4/15/2025
ABI0100,USD,600,4/15/2025
ABI0101,AFN,15000,4/15/2025
ABI0101,USD,3200,4/15/2025
ABI0103,AFN,22000,4/15/2025
ABI0105,AFN,472000,4/15/2025
ABI0105,USD,0,4/15/2025
ABI0109,AFN,52000,4/15/2025
ABI0110,AFN,15000,4/15/2025
ABI0110,USD,0,4/15/2025
ABI0111,AFN,5500,4/15/2025
ABI0113,AFN,83200,4/15/2025
ABI0113,USD,100,4/15/2025
ABI0114,AFN,37500,4/15/2025
ABI0116,AFN,71500,4/15/2025
ABI0116,USD,0,4/15/2025
ABI0120,AFN,12000,4/15/2025
ABI0121,AFN,212000,4/15/2025
ABI0121,USD,0,4/15/2025
ABI0123,AFN,312000,4/15/2025
ABI0123,USD,300,4/15/2025
ABI0004,AFN,140500,4/16/2025
ABI0004,USD,0,4/16/2025
ABI0007,AFN,264500,4/16/2025
ABI0010,AFN,141500,4/16/2025
ABI0010,USD,0,4/16/2025
ABI0011,AFN,41500,4/16/2025
ABI0019,AFN,284500,4/16/2025
ABI0021,AFN,417000,4/16/2025
ABI0021,USD,0,4/16/2025
ABI0026,AFN,56000,4/16/2025
ABI0029,AFN,19000,4/16/2025
ABI0030,AFN,98500,4/16/2025
ABI0031,AFN,70000,4/16/2025
ABI0031,USD,0,4/16/2025
ABI0032,AFN,81000,4/16/2025
ABI0032,USD,0,4/16/2025
ABI0034,AFN,13000,4/16/2025
ABI0034,USD,3100,4/16/2025
ABI0040,AFN,2000,4/16/2025
ABI0040,USD,11300,4/16/2025
ABI0041,AFN,284000,4/16/2025
ABI0041,USD,0,4/16/2025
ABI0042,AFN,325500,4/16/2025
ABI0042,USD,0,4/16/2025
ABI0043,AFN,25000,4/16/2025
ABI0043,USD,8450,4/16/2025
ABI0044,AFN,149000,4/16/2025
ABI0044,USD,0,4/16/2025
ABI0046,AFN,21500,4/16/2025
ABI0047,AFN,326000,4/16/2025
ABI0047,USD,0,4/16/2025
ABI0049,AFN,217500,4/16/2025
ABI0049,USD,0,4/16/2025
ABI0051,USD,100,4/16/2025
ABI0053,AFN,115000,4/16/2025
ABI0053,USD,0,4/16/2025
ABI0055,AFN,590000,4/16/2025
ABI0055,USD,0,4/16/2025
ABI0056,AFN,167500,4/16/2025
ABI0056,USD,0,4/16/2025
ABI0057,AFN,270500,4/16/2025
ABI0057,USD,0,4/16/2025
ABI0063,AFN,32000,4/16/2025
ABI0063,USD,0,4/16/2025
ABI0067,AFN,40000,4/16/2025
ABI0071,AFN,6000,4/16/2025
ABI0073,AFN,10000,4/16/2025
ABI0075,AFN,66500,4/16/2025
ABI0075,USD,0,4/16/2025
ABI0080,AFN,355500,4/16/2025
ABI0080,USD,0,4/16/2025
ABI0081,AFN,99000,4/16/2025
ABI0081,USD,0,4/16/2025
ABI0082,AFN,1000,4/16/2025
ABI0087,AFN,260000,4/16/2025
ABI0087,USD,0,4/16/2025
ABI0090,USD,300,4/16/2025
ABI0092,AFN,40000,4/16/2025
ABI0093,AFN,24000,4/16/2025
ABI0096,AFN,9500,4/16/2025
ABI0098,AFN,64000,4/16/2025
ABI0099,AFN,28000,4/16/2025
ABI0099,USD,0,4/16/2025
ABI0100,AFN,281500,4/16/2025
ABI0100,USD,1800,4/16/2025
ABI0101,AFN,20000,4/16/2025
ABI0101,USD,1600,4/16/2025
ABI0103,AFN,30500,4/16/2025
ABI0105,AFN,140500,4/16/2025
ABI0105,USD,0,4/16/2025
ABI0109,AFN,20500,4/16/2025
ABI0110,AFN,29000,4/16/2025
ABI0111,AFN,18000,4/16/2025
ABI0113,AFN,30500,4/16/2025
ABI0113,USD,100,4/16/2025
ABI0114,AFN,41000,4/16/2025
ABI0114,USD,1200,4/16/2025
ABI0115,AFN,10000,4/16/2025
ABI0116,AFN,94500,4/16/2025
ABI0120,AFN,4000,4/16/2025
ABI0121,AFN,189500,4/16/2025
ABI0121,USD,0,4/16/2025
ABI0123,AFN,273500,4/16/2025
ABI0123,USD,500,4/16/2025
ABI0004,AFN,208000,4/17/2025
ABI0004,USD,0,4/17/2025
ABI0007,AFN,83000,4/17/2025
ABI0010,AFN,194500,4/17/2025
ABI0010,USD,0,4/17/2025
ABI0011,AFN,148500,4/17/2025
ABI0019,AFN,209000,4/17/2025
ABI0019,USD,0,4/17/2025
ABI0021,AFN,460500,4/17/2025
ABI0021,USD,0,4/17/2025
ABI0030,AFN,37500,4/17/2025
ABI0031,AFN,106000,4/17/2025
ABI0031,USD,0,4/17/2025
ABI0032,AFN,89500,4/17/2025
ABI0034,AFN,5000,4/17/2025
ABI0034,USD,5050,4/17/2025
ABI0040,AFN,20000,4/17/2025
ABI0040,USD,14300,4/17/2025
ABI0041,AFN,240500,4/17/2025
ABI0042,AFN,341000,4/17/2025
ABI0042,USD,0,4/17/2025
ABI0043,AFN,127000,4/17/2025
ABI0043,USD,12800,4/17/2025
ABI0044,AFN,208500,4/17/2025
ABI0044,USD,0,4/17/2025
ABI0045,AFN,10000,4/17/2025
ABI0046,AFN,135000,4/17/2025
ABI0046,USD,1000,4/17/2025
ABI0047,AFN,235500,4/17/2025
ABI0047,USD,0,4/17/2025
ABI0049,AFN,197500,4/17/2025
ABI0049,USD,0,4/17/2025
ABI0051,USD,900,4/17/2025
ABI0053,AFN,454500,4/17/2025
ABI0053,USD,0,4/17/2025
ABI0055,AFN,212500,4/17/2025
ABI0055,USD,0,4/17/2025
ABI0056,AFN,257500,4/17/2025
ABI0056,USD,0,4/17/2025
ABI0057,AFN,534500,4/17/2025
ABI0063,AFN,50000,4/17/2025
ABI0063,USD,0,4/17/2025
ABI0067,AFN,111000,4/17/2025
ABI0067,USD,0,4/17/2025
ABI0071,AFN,7000,4/17/2025
ABI0075,AFN,24500,4/17/2025
ABI0080,AFN,90500,4/17/2025
ABI0080,USD,0,4/17/2025
ABI0081,AFN,102000,4/17/2025
ABI0081,USD,0,4/17/2025
ABI0082,AFN,105500,4/17/2025
ABI0086,AFN,19000,4/17/2025
ABI0087,AFN,91000,4/17/2025
ABI0087,USD,0,4/17/2025
ABI0090,USD,100,4/17/2025
ABI0092,AFN,15000,4/17/2025
ABI0093,AFN,9000,4/17/2025
ABI0095,AFN,30000,4/17/2025
ABI0096,AFN,77000,4/17/2025
ABI0098,AFN,18500,4/17/2025
ABI0099,AFN,636500,4/17/2025
ABI0099,USD,0,4/17/2025
ABI0100,AFN,229500,4/17/2025
ABI0100,USD,1200,4/17/2025
ABI0101,AFN,16000,4/17/2025
ABI0101,USD,5500,4/17/2025
ABI0103,AFN,17500,4/17/2025
ABI0105,AFN,152000,4/17/2025
ABI0105,USD,0,4/17/2025
ABI0109,AFN,29500,4/17/2025
ABI0110,AFN,120000,4/17/2025
ABI0110,USD,0,4/17/2025
ABI0111,AFN,56000,4/17/2025
ABI0113,AFN,53600,4/17/2025
ABI0113,USD,200,4/17/2025
ABI0114,AFN,45000,4/17/2025
ABI0115,AFN,6500,4/17/2025
ABI0116,AFN,123000,4/17/2025
ABI0118,AFN,4000,4/17/2025
ABI0118,USD,0,4/17/2025
ABI0120,AFN,7000,4/17/2025
ABI0121,AFN,211500,4/17/2025
ABI0121,USD,0,4/17/2025
ABI0123,AFN,1027000,4/17/2025
ABI0123,USD,1200,4/17/2025
ABI0125,AFN,36000,4/17/2025
ABI0004,AFN,228000,4/18/2025
ABI0004,USD,0,4/18/2025
ABI0007,AFN,33500,4/18/2025
ABI0007,USD,0,4/18/2025
ABI0010,AFN,38000,4/18/2025
ABI0010,USD,0,4/18/2025
ABI0011,AFN,127500,4/18/2025
ABI0019,AFN,86000,4/18/2025
ABI0021,AFN,306000,4/18/2025
ABI0021,USD,0,4/18/2025
ABI0026,AFN,1500,4/18/2025
ABI0026,USD,0,4/18/2025
ABI0029,AFN,2500,4/18/2025
ABI0031,AFN,101000,4/18/2025
ABI0032,AFN,68500,4/18/2025
ABI0032,USD,0,4/18/2025
ABI0034,USD,3100,4/18/2025
ABI0040,AFN,22500,4/18/2025
ABI0040,USD,10450,4/18/2025
ABI0041,AFN,122000,4/18/2025
ABI0041,USD,0,4/18/2025
ABI0042,AFN,58000,4/18/2025
ABI0042,USD,0,4/18/2025
ABI0043,AFN,46500,4/18/2025
ABI0043,USD,6800,4/18/2025
ABI0044,AFN,139000,4/18/2025
ABI0044,USD,0,4/18/2025
ABI0045,AFN,65000,4/18/2025
ABI0045,USD,0,4/18/2025
ABI0046,AFN,16500,4/18/2025
ABI0046,USD,0,4/18/2025
ABI0047,AFN,66500,4/18/2025
ABI0047,USD,0,4/18/2025
ABI0049,AFN,229500,4/18/2025
ABI0049,USD,0,4/18/2025
ABI0051,USD,800,4/18/2025
ABI0053,AFN,286000,4/18/2025
ABI0053,USD,0,4/18/2025
ABI0055,AFN,296500,4/18/2025
ABI0055,USD,0,4/18/2025
ABI0056,AFN,159500,4/18/2025
ABI0056,USD,0,4/18/2025
ABI0057,AFN,40000,4/18/2025
ABI0057,USD,0,4/18/2025
ABI0063,AFN,10000,4/18/2025
ABI0063,USD,0,4/18/2025
ABI0067,AFN,24000,4/18/2025
ABI0067,USD,0,4/18/2025
ABI0071,AFN,15000,4/18/2025
ABI0075,AFN,21000,4/18/2025
ABI0075,USD,0,4/18/2025
ABI0080,AFN,193500,4/18/2025
ABI0080,USD,0,4/18/2025
ABI0081,AFN,114000,4/18/2025
